source,persons,time,nb_articles,avg_tone
ouest-france.fr,john alexander,2021/1,2,3.24675324675325
ouest-france.fr,afp perwin ibrahim,2021/3,2,-4.33839479392625
sudouest.fr,myriam cheminade,2021/1,2,4.91223073190286
sudouest.fr,leonid volkov,2021/2,2,-6.70498084291188
ouest-france.fr,bernard paineau,2021/1,2,0.363636363636364
ouest-france.fr,layon karim,2021/1,2,3.24675324675325
sudouest.fr,america latin,2021/3,2,-0.6992236965259049
sudouest.fr,ewen navarro,2021/1,2,-1.67364016736402
sudouest.fr,arnaud gervais,2021/2,2,-7.63636363636364
ouest-france.fr,mathias jarry,2021/2,2,-7.26392251815981
ouest-france.fr,edmond alexis,2021/2,2,-2.0501138952164
ouest-france.fr,philippe jehanno,2021/2,2,-8.33333333333333
sudouest.fr,nicola notaro,2021/2,2,-7.73993808049535
ouest-france.fr,leon panetta,2021/1,2,-2.81425891181989
ouest-france.fr,okakao asina,2021/2,2,0.497512437810946
ouest-france.fr,jair bolsonaro,2021/3,2,-4.95049504950495
sudouest.fr,christine camdessus,2021/1,2,0.0
ouest-france.fr,biden joe,2021/2,2,-6.16113744075829
ouest-france.fr,jdlo letterpost,2021/3,2,-1.75438596491228
sudouest.fr,christophe lambert,2021/3,2,2.14797136038186
ouest-france.fr,rudy giuliani,2021/1,2,-2.99785867237687
sudouest.fr,thierry santa,2021/3,2,-4.02684563758389
ouest-france.fr,yannick burel,2021/1,2,-4.43349753694581
ouest-france.fr,lrem jean-baptiste moreau,2021/2,2,-4.3613707165109
sudouest.fr,rica alvarado,2021/1,2,1.49501661129568
ouest-france.fr,julian renon letterpost,2021/3,2,2.56410256410256
ouest-france.fr,bush a trelaze,2021/1,2,3.24675324675325
ouest-france.fr,werner schneider,2021/2,2,-3.91134289439374
sudouest.fr,alain cariou,2021/1,2,0.151515151515151
sudouest.fr,yannick bestaven,2021/1,2,0.527240773286467
sudouest.fr,philippe bush,2021/3,2,2.14797136038186
ouest-france.fr,henry duke,2021/2,2,2.45614035087719
ouest-france.fr,lodewijk asscher,2021/1,2,-2.96052631578947
sudouest.fr,tedros adhanom,2021/1,2,1.49501661129568
ouest-france.fr,manguy ilona,2021/1,2,3.24675324675325
sudouest.fr,garonne gironde,2021/2,2,-3.4965034965035
ouest-france.fr,laurence guilmo,2021/1,2,0.0
ouest-france.fr,cantenay-epinard dauber,2021/1,2,3.24675324675325
ouest-france.fr,henri guaino,2021/1,2,-2.96296296296296
ouest-france.fr,christine lambrecht,2021/1,2,0.0
sudouest.fr,patrick balkany,2021/1,2,-3.58565737051793
ouest-france.fr,jeffrey epstein,2021/2,2,0.427350427350427
ouest-france.fr,mark levin,2021/1,2,-2.99785867237687
ouest-france.fr,chuck schumer,2021/3,2,0.183150183150183
ouest-france.fr,europe john,2021/3,1,-2.55957634598411
sudouest.fr,brians krebs,2021/3,1,-8.93470790378007
sudouest.fr,madeleine chapsal,2021/1,1,1.21457489878543
sudouest.fr,thierry zanardo,2021/3,1,-0.318471337579618
sudouest.fr,abid aberkane,2021/2,1,-7.1656050955414
ouest-france.fr,europe ursula,2021/3,1,-0.625
ouest-france.fr,eugene oneill,2021/1,1,-3.33333333333333
ouest-france.fr,samuel iglesias,2021/1,1,1.04895104895105
ouest-france.fr,estelle marion,2021/2,1,4.04040404040404
ouest-france.fr,edf jean-bernard lvy,2021/2,1,-3.15186246418338
sudouest.fr,maarten bashir,2021/3,1,-3.84615384615385
sudouest.fr,bachar al-assad,2021/3,1,-3.88127853881279
sudouest.fr,narumi kurosaki,2021/1,1,-5.64102564102564
ouest-france.fr,velyne laurent,2021/3,1,-2.1978021978022
sudouest.fr,wajdi mouawad,2021/3,1,-0.187265917602996
sudouest.fr,santa maria,2021/2,1,-3.71428571428571
sudouest.fr,jens spahn,2021/2,1,-2.94117647058823
sudouest.fr,antoine sfeir,2021/3,1,-3.92596747055524
ouest-france.fr,damien deste,2021/2,1,-0.200803212851406
sudouest.fr,alex perrin,2021/2,1,-7.14285714285714
sudouest.fr,dominic ongwen,2021/2,1,-15.8490566037736
ouest-france.fr,mathieu amalric,2021/1,1,3.55329949238579
ouest-france.fr,quentin guillemain,2021/2,1,-2.53623188405797
sudouest.fr,francis huster,2021/2,1,-1.0126582278481
sudouest.fr,laurence patrick,2021/2,1,-1.0126582278481
sudouest.fr,mark dufour,2021/3,1,-0.87719298245614
ouest-france.fr,d hamed bakayoko,2021/3,1,-2.52100840336134
ouest-france.fr,malvina talbot,2021/3,1,2.5974025974026
sudouest.fr,donald kim jong,2021/1,1,-2.33333333333333
ouest-france.fr,christophe rousseau,2021/3,1,-0.930851063829787
ouest-france.fr,rennes maxim tessier,2021/3,1,-0.48780487804878
sudouest.fr,nikita khrushchev,2021/2,1,-0.956937799043062
sudouest.fr,selim fourniret,2021/2,1,-5.58002936857562
ouest-france.fr,bernard laroche,2021/3,1,-1.45985401459854
ouest-france.fr,suffren jean-jacques rousseau,2021/1,1,-3.24324324324324
ouest-france.fr,grymyr jansen,2021/1,1,0.0
sudouest.fr,villa costes,2021/3,1,0.76530612244898
ouest-france.fr,belle hotesse,2021/1,1,-1.8348623853211
ouest-france.fr,karine huet,2021/3,1,-0.72463768115942
ouest-france.fr,amy dupray,2021/3,1,0.238663484486874
sudouest.fr,avi loeb,2021/2,1,-1.70157068062827
ouest-france.fr,thomas samson,2021/2,1,-0.925925925925926
ouest-france.fr,cyril lignac,2021/1,1,-1.20481927710843
ouest-france.fr,leslie linard,2021/2,1,-1.25
ouest-france.fr,benoit felace letterpost,2021/1,1,-7.51445086705202
ouest-france.fr,luc petithuguenin,2021/2,1,-1.18577075098814
sudouest.fr,philippe elissalde,2021/3,1,0.234192037470726
sudouest.fr,vincent maurin,2021/1,1,-6.07734806629834
ouest-france.fr,xavier perrin,2021/2,1,2.9045643153527
ouest-france.fr,square aristide briand,2021/2,1,-0.852878464818764
sudouest.fr,ramuntxo labat-arramendy,2021/3,1,-1.50943396226415
ouest-france.fr,lrem yannick,2021/3,1,-1.71428571428571
sudouest.fr,irene montero,2021/3,1,-2.06489675516224
sudouest.fr,janet yellen,2021/2,1,0.0
ouest-france.fr,katsunobu kato,2021/2,1,-2.37467018469657
ouestaf.com,sidibe coulibaly,2021/2,1,-0.481695568400771
ouest-france.fr,lannion shelly,2021/1,1,-1.85185185185185
sudouest.fr,diego antonio serrano,2021/2,1,-4.3613707165109
ouest-france.fr,garibaldi lafayette,2021/2,1,-6.42201834862385
ouest-france.fr,caroline landry,2021/3,1,-0.28328611898017
sudouest.fr,angelina salanova,2021/3,1,-4.90654205607477
ouest-france.fr,michel foucault,2021/3,1,-2.76657060518732
ouest-france.fr,abdullah el-hamahmy,2021/1,1,-5.41125541125541
sudouest.fr,maryline beyris,2021/1,1,1.0752688172043
ouest-france.fr,ron dermer,2021/2,1,9.46502057613169
ouest-france.fr,deezer claude,2021/2,1,0.930232558139535
ouest-france.fr,fran lebowitz,2021/3,1,-0.72463768115942
ouest-france.fr,yann lelong,2021/3,1,2.5089605734767
ouest-france.fr,sun a autun,2021/2,1,-1.4218009478673
sudouest.fr,valdo duclos,2021/1,1,-1.91082802547771
sudouest.fr,georges leygues a villeneuve,2021/3,1,-1.51515151515152
ouest-france.fr,afp billie,2021/3,1,-5.52486187845304
sudouest.fr,jules ferry,2021/1,1,-1.11524163568773
sudouest.fr,qassem al-rimi,2021/2,1,-6.97167755991285
sudouest.fr,laurent foucke,2021/3,1,-8.92857142857143
sudouest.fr,bruno lina,2021/2,1,-0.416666666666667
sudouest.fr,marcel montegut,2021/3,1,-3.76712328767123
ouest-france.fr,alain fischer,2021/3,1,0.619195046439629
sudouest.fr,square verdun,2021/1,1,-7.17488789237668
ouest-france.fr,lisbeth neraas,2021/1,1,0.0
sudouest.fr,rudolf diesel,2021/3,1,1.19047619047619
sudouest.fr,jahadis sammy djedou,2021/2,1,-7.1656050955414
sudouest.fr,polly king,2021/2,1,-1.25673249551167
ouest-france.fr,victorine aubert,2021/3,1,-4.01785714285714
ouest-france.fr,sibyl laurent,2021/3,1,-0.947867298578199
sudouest.fr,elvys dorchini,2021/3,1,-7.03125
ouest-france.fr,mathieu spinosi,2021/2,1,-7.95454545454546
ouest-france.fr,priti patel,2021/1,1,-4.59363957597173
ouest-france.fr,jacques chirac,2021/2,1,-6.5989847715736
ouest-france.fr,alain soral,2021/1,1,-3.72960372960373
ouest-france.fr,serge hamon,2021/2,1,3.16091954022988
ouest-france.fr,kamel boudraa,2021/1,1,3.23624595469256
ouestaf.com,gnamien theodore,2021/2,1,0.64367816091954
sudouest.fr,renaud muselier,2021/1,1,-2.15264187866928
ouest-france.fr,mark a duke,2021/3,1,0.0
ouest-france.fr,louis philippe,2021/3,1,0.26525198938992
ouest-france.fr,cyril vaccaro,2021/3,1,-4.15704387990762
ouest-france.fr,didier martin,2021/1,1,1.7283950617284
sudouest.fr,pierre mathieu,2021/1,1,0.73126142595978
sudouest.fr,jacques chaban-delmas,2021/2,1,-3.47826086956522
ouest-france.fr,oliver dassault,2021/3,1,-0.220994475138121
sudouest.fr,peter pan lartigaus,2021/3,1,0.0
ouest-france.fr,teddy jauneau,2021/3,1,-4.6875
ouest-france.fr,huisne sarthe,2021/2,1,2.80373831775701
ouest-france.fr,li weibo,2021/2,1,-3.98126463700234
ouestaf.com,mahamane usman,2021/3,1,-4.84581497797357
ouest-france.fr,mohamed bazoum,2021/1,1,-8.11808118081181
ouest-france.fr,alice rodrigues,2021/3,1,-5.41082164328657
sudouest.fr,mark puidupin,2021/3,1,0.522193211488251
sudouest.fr,morgan shepherd,2021/1,1,0.684931506849315
ouest-france.fr,chris rowan,2021/2,1,-0.634920634920635
ouest-france.fr,arnaud remy,2021/3,1,-3.2258064516129
ouest-france.fr,ryan lequien,2021/1,1,1.15606936416185
ouest-france.fr,philippe vi,2021/3,1,-0.491803278688525
ouest-france.fr,lanrivain letterpost,2021/3,1,-1.85185185185185
ouest-france.fr,rahul gandhi,2021/1,1,-3.3112582781457
ouest-france.fr,julie tagliavacca,2021/1,1,3.38164251207729
sudouest.fr,vincent merling,2021/1,1,5.19125683060109
ouest-france.fr,justice niort,2021/2,1,2.10843373493976
ouest-france.fr,november crozon,2021/2,1,-0.347222222222223
ouest-france.fr,ehpad saint-franois,2021/3,1,0.0
ouest-france.fr,john a john,2021/2,1,-6.19469026548673
sudouest.fr,walid hamman,2021/2,1,-7.1656050955414
sudouest.fr,las vegas,2021/1,1,0.82256169212691
ouest-france.fr,okba ibn nafaa,2021/1,1,-9.49554896142433
ouest-france.fr,celine meneses,2021/2,1,-3.63636363636364
ouest-france.fr,benedict pellerin,2021/3,1,3.4412955465587
ouest-france.fr,lara bellini,2021/2,1,-8.28877005347594
sudouest.fr,opel corsa,2021/3,1,-7.36677115987461
ouest-france.fr,thibault josse,2021/3,1,0.881057268722467
sudouest.fr,satomi chan,2021/1,1,0.73126142595978
ouest-france.fr,abdelaziz bouteflika,2021/1,1,-2.734375
ouest-france.fr,jimmy barbin,2021/1,1,0.873362445414847
sudouest.fr,villeneuvois mathieu gallet,2021/2,1,-4.45344129554656
sudouest.fr,habib kalfat,2021/3,1,-2.3121387283237
ouest-france.fr,john tristan,2021/3,1,0.671140939597315
ouest-france.fr,sergey nivens,2021/2,1,-9.17874396135266
sudouest.fr,lafayette garibaldi,2021/2,1,-4.05405405405405
ouest-france.fr,johanna rolland,2021/3,1,-1.66270783847981
ouest-france.fr,wajdi mouawad,2021/3,1,-0.72463768115942
sudouest.fr,bruno lemaire,2021/1,1,0.684931506849315
ouest-france.fr,claude giordano,2021/3,1,-0.22271714922049
ouest-france.fr,alan dershowitz,2021/2,1,9.46502057613169
sudouest.fr,mathieu auriol,2021/3,1,-1.20481927710843
ouest-france.fr,bertrand bellanger,2021/2,1,-2.87610619469026
ouest-france.fr,roger sessions,2021/1,1,1.42517814726841
ouest-france.fr,benoit bernier,2021/2,1,-0.584795321637427
ouest-france.fr,mark zuckerberg,2021/1,1,-3.10077519379845
sudouest.fr,antoine gallimard,2021/2,1,-1.89873417721519
sudouest.fr,chris murphy,2021/2,1,-5.24109014675052
ouest-france.fr,christian perronne,2021/1,1,-3.18181818181818
ouest-france.fr,patrick beauvais,2021/3,1,-3.25814536340852
ouest-france.fr,anouk bouteloup letterpost,2021/1,1,1.39372822299652
ouest-france.fr,chaira boudraa,2021/1,1,3.23624595469256
ouest-france.fr,thomas renaud,2021/1,1,2.74223034734918
ouest-france.fr,yoshihide suga,2021/3,1,-5.10344827586207
ouest-france.fr,jean-paul noury,2021/2,1,-2.84237726098191
sudouest.fr,mark guillaume,2021/3,1,-2.63929618768328
ouest-france.fr,francis chouat,2021/2,1,-6.5989847715736
sudouest.fr,florian kirchner,2021/3,1,-3.96825396825397
ouest-france.fr,xavier nassir,2021/1,1,-0.234192037470726
sudouest.fr,yves renier,2021/2,1,-5.58002936857562
ouest-france.fr,luc mlenchon,2021/1,1,0.0
sudouest.fr,a georges leygues,2021/3,1,-1.51515151515152
ouest-france.fr,francis leroy,2021/1,1,-1.04712041884817
ouest-france.fr,joel batteux,2021/2,1,1.86915887850467
ouest-france.fr,saumur vale,2021/1,1,-2.76497695852535
sudouest.fr,neal katyal,2021/3,1,-7.03851261620186
ouest-france.fr,souladakis yannick kerlogot,2021/3,1,-1.71428571428571
ouest-france.fr,john john,2021/1,1,1.72413793103448
ouest-france.fr,corinne baker,2021/1,1,-4.51127819548872
ouest-france.fr,philippe renault,2021/2,1,-5.22022838499184
ouest-france.fr,alain lambert,2021/1,1,5.02793296089385
sudouest.fr,liz throssell,2021/1,1,-2.29885057471264
ouest-france.fr,cyril lacombe,2021/3,1,-4.31893687707641
ouest-france.fr,magali grandet,2021/2,1,-2.46153846153846
ouest-france.fr,jame gumb,2021/2,1,-0.634920634920635
ouest-france.fr,deen kim,2021/1,1,-5.49065420560748
ouest-france.fr,antonio guterres,2021/3,1,-7.08661417322835
ouest-france.fr,kyriakos mitsotakis,2021/3,1,-7.21649484536083
ouest-france.fr,jeanne lemoine,2021/2,1,-1.68918918918919
sudouest.fr,thomas lefebvre,2021/1,1,0.962861072902338
ouest-france.fr,herbert spencer,2021/2,1,1.75438596491228
sudouest.fr,joseph mellard,2021/3,1,-9.9009900990099
sudouest.fr,juan carlos,2021/3,1,-2.06489675516224
ouest-france.fr,alain houpert,2021/2,1,-4.19354838709677
ouest-france.fr,jared kushner,2021/2,1,9.46502057613169
sudouest.fr,dantton bilek,2021/1,1,-0.568181818181818
sudouest.fr,julie pasquet,2021/3,1,2.18978102189781
ouest-france.fr,jacques battistoni,2021/1,1,0.217864923747277
sudouest.fr,marjorie graham greene,2021/2,1,-7.75862068965517
sudouest.fr,gaztelu zahar,2021/3,1,-2.12765957446809
ouest-france.fr,emmanuelle wargon,2021/1,1,-5.88235294117647
sudouest.fr,jen psaki,2021/3,1,-8.93470790378007
ouest-france.fr,nathalie catherine,2021/3,1,-4.61538461538462
sudouest.fr,john dory,2021/1,1,1.21457489878543
ouest-france.fr,diab hasan,2021/1,1,-3.82022471910112
ouest-france.fr,pascal bouchard,2021/2,1,2.8169014084507
sudouest.fr,eric dupond-moretti,2021/2,1,-4.39189189189189
ouest-france.fr,pravind jugnauth,2021/3,1,-3.37837837837838
ouest-france.fr,byun hee-soo,2021/3,1,-6.02240896358543
ouest-france.fr,baptist langlois,2021/1,1,1.61290322580645
sudouest.fr,julie gaston,2021/3,1,-3.98126463700234
sudouest.fr,al khatib,2021/3,1,-7.07692307692308
ouest-france.fr,allah akbar,2021/1,1,-5.41125541125541
ouest-france.fr,mariette thom maurane,2021/3,1,-10.7692307692308
ouest-france.fr,fabian letterpost,2021/1,1,-1.6025641025641
ouest-france.fr,philippe vieira,2021/2,1,-2.15343203230148
ouest-france.fr,lydia cordray,2021/2,1,-3.86473429951691
ouest-france.fr,perriere a lorient,2021/2,1,-1.01010101010101
ouest-france.fr,george hautot,2021/1,1,0.260416666666667
ouest-france.fr,fabrice fourmanoir,2021/1,1,-0.119331742243436
ouest-france.fr,timothy wilks,2021/2,1,-7.14285714285714
ouest-france.fr,alain shabbat,2021/3,1,2.52707581227437
sudouest.fr,guillaume getz,2021/3,1,-5.41516245487365
ouest-france.fr,selwyn jones,2021/3,1,-5.53571428571429
ouest-france.fr,lrem sacha,2021/2,1,-6.5989847715736
ouest-france.fr,maarten bashir,2021/3,1,-2.01342281879195
sudouest.fr,a pope franois,2021/3,1,-4.4
ouest-france.fr,franois ruffin,2021/3,1,-5.64102564102564
ouest-france.fr,katniss everdeen,2021/2,1,-2.38805970149254
ouest-france.fr,camille ferronniere letterpost,2021/1,1,-1.17647058823529
sudouest.fr,states states,2021/2,1,-6.09137055837564
ouest-france.fr,joel giraud,2021/3,1,-0.132275132275133
ouest-france.fr,fred tanneau jennifer chainay,2021/2,1,4.37956204379562
ouest-france.fr,atlantic audrey dufeu,2021/3,1,-1.06157112526539
sudouest.fr,bordeaux dipongo,2021/1,1,0.82256169212691
ouest-france.fr,isabelle mangou,2021/2,1,0.966183574879227
sudouest.fr,philippe astruc,2021/1,1,-5.88235294117647
ouest-france.fr,christian lemaire,2021/2,1,-3.86473429951691
sudouest.fr,catholic pope,2021/3,1,0.0
ouest-france.fr,louisa hanoune,2021/1,1,-2.734375
ouest-france.fr,maxim tessier,2021/3,1,-0.48780487804878
ouest-france.fr,diana van,2021/3,1,-3.67231638418079
ouest-france.fr,baptist niort,2021/3,1,-0.367647058823529
sudouest.fr,arnold schwarzenegger,2021/1,1,-4.11311053984576
ouest-france.fr,clare blanchard,2021/1,1,0.0
sudouest.fr,herbert spencer,2021/1,1,-5.16304347826087
sudouest.fr,charles dayot,2021/2,1,-4.40414507772021
ouest-france.fr,antoine fruchard,2021/2,1,2.82485875706215
ouest-france.fr,christophe bernard,2021/2,1,0.0
ouest-france.fr,freddy tessier,2021/3,1,5.23255813953488
ouest-france.fr,varga judit,2021/1,1,-3.10077519379845
sudouest.fr,bill clinton,2021/2,1,-5.3030303030303
sudouest.fr,villeneuvois dingreville,2021/3,1,4.46601941747573
ouest-france.fr,didier girard,2021/1,1,0.0
ouest-france.fr,sophie patterson-spatz,2021/2,1,-12.1359223300971
ouest-france.fr,europe socorridos,2021/2,1,-7.79220779220779
ouest-france.fr,emmanuel aubry,2021/3,1,0.0
ouest-france.fr,cho rizo,2021/2,1,-7.72200772200772
sudouest.fr,paul abadie,2021/1,1,-0.595238095238095
sudouest.fr,norman rockwell,2021/3,1,-6.49717514124294
ouest-france.fr,damien girard,2021/2,1,0.0
sudouest.fr,hubert falco,2021/2,1,-4.05405405405405
sudouest.fr,afp stefan,2021/1,1,-0.157232704402515
ouest-france.fr,philippe lopez,2021/3,1,-4.0983606557377
ouest-france.fr,luc lemoine,2021/2,1,0.50761421319797
ouest-france.fr,sandrine williamson,2021/1,1,-3.72670807453416
ouest-france.fr,valentine davodeau,2021/3,1,8.79120879120879
ouest-france.fr,nadine boumard,2021/3,1,-1.12994350282486
sudouest.fr,thierry dumas,2021/3,1,4.46601941747573
ouest-france.fr,narendra modi,2021/1,1,-3.3112582781457
ouest-france.fr,eric a alain,2021/3,1,-1.16279069767442
ouest-france.fr,a damien seguin,2021/1,1,0.378787878787879
ouest-france.fr,alfred nobel,2021/2,1,9.46502057613169
ouest-france.fr,jules verne,2021/3,1,0.128040973111395
ouest-france.fr,christian rodriguez,2021/1,1,-0.302114803625378
sudouest.fr,jacqueline gourault,2021/1,1,3.35195530726257
ouest-france.fr,laura dubosq,2021/2,1,-5.51181102362205
ouest-france.fr,souladakis jean-christophe lagarde,2021/3,1,-1.89873417721519
ouest-france.fr,jonathan demme,2021/2,1,-0.634920634920635
ouest-france.fr,ravyn issa,2021/3,1,-9.00562851782364
ouest-france.fr,caroline marty,2021/3,1,-9.00562851782364
ouestaf.com,toumany diallo,2021/2,1,-0.481695568400771
ouest-france.fr,jamal el hashem,2021/3,1,-0.28328611898017
sudouest.fr,nicolas zepeda,2021/1,1,-5.64102564102564
sudouest.fr,afif lazrak,2021/1,1,-4.04624277456647
ouest-france.fr,cyprien mercier,2021/1,1,-12.6760563380282
ouest-france.fr,xavier breton,2021/1,1,-3.60655737704918
ouest-france.fr,kris jenner,2021/1,1,-1.2216404886562
ouest-france.fr,christophe bush,2021/1,1,-0.467289719626168
sudouest.fr,louise michel,2021/3,1,-4.98084291187739
sudouest.fr,michel etchegaray,2021/1,1,2.8735632183908
ouest-france.fr,king harald,2021/1,1,0.0
sudouest.fr,ikea ikea,2021/2,1,-1.40252454417952
ouest-france.fr,september a rouen,2021/3,1,-5.02283105022831
ouest-france.fr,saint-brieuc guihard,2021/3,1,0.0
ouest-france.fr,hubert falco,2021/3,1,-4.24028268551237
sudouest.fr,alain schutt,2021/3,1,-9.9009900990099
sudouest.fr,victor faget,2021/3,1,-2.24358974358974
sudouest.fr,sahara occidenta,2021/2,1,-0.72639225181598
ouest-france.fr,pablo picasso,2021/1,1,-0.119331742243436
ouest-france.fr,pascal brunet,2021/3,1,-1.96078431372549
sudouest.fr,coutances cyril lacombe,2021/3,1,-6.97674418604651
ouest-france.fr,gatien hugo-riposseau,2021/3,1,-5.41082164328657
ouest-france.fr,april a johan,2021/2,1,1.06761565836299
ouest-france.fr,bolsonaro cantor,2021/2,1,0.579710144927536
ouest-france.fr,trotskyist louisa hanoune,2021/1,1,-2.734375
ouest-france.fr,serge bouju,2021/3,1,-3.30882352941176
ouest-france.fr,deborah feldman,2021/3,1,0.128040973111395
ouest-france.fr,david samzun,2021/2,1,2.9045643153527
ouest-france.fr,pnf patrick amar,2021/3,1,-4.49678800856531
ouest-france.fr,fabian leduc,2021/3,1,2.8436018957346
sudouest.fr,laurent costes,2021/3,1,0.76530612244898
sudouest.fr,queen marie-antoinette,2021/3,1,-2.47229326513214
sudouest.fr,chiara mastroianni,2021/3,1,-1.50375939849624
ouest-france.fr,pascal martin,2021/1,1,-0.564971751412429
ouest-france.fr,akira sato,2021/3,1,-5.10344827586207
sudouest.fr,jean-philippe granger,2021/2,1,1.54639175257732
ouest-france.fr,florent buguet,2021/1,1,-1.6025641025641
ouest-france.fr,eddy lemaistre,2021/1,1,-10.6796116504854
sudouest.fr,josiane knight,2021/1,1,-5.52486187845304
sudouest.fr,arnaud montebourg,2021/2,1,-0.956937799043062
sudouest.fr,e damien legrand,2021/3,1,-7.36677115987461
sudouest.fr,villeneuve schaaf,2021/2,1,1.14285714285714
sudouest.fr,mazen darwish,2021/3,1,-7.07692307692308
ouest-france.fr,toulouse mohamed,2021/1,1,-4.3859649122807
ouest-france.fr,gregor mazo,2021/3,1,0.759493670886076
ouest-france.fr,tedros adhanom ghebreyesus,2021/1,1,-1.11524163568773
ouest-france.fr,elisabeth hubert,2021/3,1,2.47933884297521
madeinfoot.ouest-france.fr,moriba griezmann,2021/3,1,-3.38983050847458
sudouest.fr,louisa hanoune,2021/1,1,-4.48979591836735
sudouest.fr,meghan a winfrey,2021/3,1,-1.49253731343284
ouest-france.fr,jean-bernard lvy,2021/2,1,-3.15186246418338
sudouest.fr,freddy focks,2021/3,1,1.29449838187702
ouest-france.fr,johann faure,2021/1,1,1.7283950617284
ouest-france.fr,natacha lindinger,2021/1,1,-2.24215246636771
ouest-france.fr,ruth dreifuss,2021/2,1,0.851063829787234
ouest-france.fr,michel reynaud,2021/1,1,-0.165837479270315
sudouest.fr,franois holland,2021/3,1,0.627615062761506
ouest-france.fr,lavra barbe,2021/3,1,-3.02325581395349
ouest-france.fr,sandrine peraud,2021/3,1,-3.55329949238579
ouest-france.fr,ken follett,2021/3,1,2.67175572519084
sudouest.fr,matt hancock,2021/1,1,-1.64948453608247
sudouest.fr,jens spahn,2021/3,1,0.862068965517241
ouest-france.fr,fabrice rubiella,2021/3,1,-4.45859872611465
ouest-france.fr,square travot,2021/2,1,-4.76190476190476
ouest-france.fr,stephane mulliez,2021/1,1,-2.38095238095238
ouest-france.fr,nathalie durand-prinborgne,2021/1,1,-0.467289719626168
ouest-france.fr,mt saint-michel,2021/2,1,-0.662251655629139
ouest-france.fr,easter pineau,2021/3,1,1.60427807486631
ouest-france.fr,isabelle knowles,2021/1,1,1.93236714975845
ouest-france.fr,julian lesage,2021/3,1,4.64285714285714
ouest-france.fr,medef geoffroy,2021/2,1,-2.1978021978022
ouest-france.fr,mariette thom,2021/2,1,1.50753768844221
sudouest.fr,isabelle paquereau,2021/1,1,0.675675675675675
ouest-france.fr,victorine dartois,2021/2,1,-9.09090909090909
ouest-france.fr,square notre-dame,2021/2,1,0.896860986547085
ouest-france.fr,horn armel,2021/2,1,0.053676865271068
ouest-france.fr,lucia weeger linda,2021/2,1,-2.22222222222222
ouest-france.fr,quimper cornwall,2021/3,1,6.83760683760684
sudouest.fr,olaf scholz,2021/2,1,-2.94117647058823
sudouest.fr,alassane ouattara,2021/3,1,-2.60416666666667
sudouest.fr,souladakis dombreval,2021/3,1,2.67857142857143
sudouest.fr,el nino,2021/1,1,-0.157232704402515
ouest-france.fr,catherine malbranque,2021/2,1,-3.63636363636364
ouest-france.fr,pontoise bobigny,2021/2,1,-6.57894736842105
sudouest.fr,sandra lindsay,2021/3,1,-3.69230769230769
sudouest.fr,nvidia tegra,2021/3,1,-3.76811594202899
ouest-france.fr,roschdy zem,2021/3,1,-1.44230769230769
ouest-france.fr,sibyl laurent,2021/2,1,0.930232558139535
sudouest.fr,marcelo neri,2021/1,1,-4.60992907801418
ouest-france.fr,mark guillaume,2021/2,1,-5.14705882352941
sudouest.fr,saddleworth victor faget,2021/3,1,-2.24358974358974
ouest-france.fr,raymonde poncet-monge,2021/3,1,-3.44827586206897
sudouest.fr,axel brucker,2021/3,1,-2.12765957446809
ouest-france.fr,philippe a saint-nazaire,2021/3,1,-7.57575757575758
ouest-france.fr,saumur vale,2021/2,1,0.0
ouest-france.fr,nicolas mark,2021/3,1,1.63934426229508
ouest-france.fr,christophe tostain,2021/3,1,-6.13496932515337
ouest-france.fr,hubert vedrine,2021/1,1,-0.91324200913242
ouest-france.fr,leica cartier-bresson,2021/3,1,0.0
ouest-france.fr,julian aubert,2021/3,1,-5.64102564102564
sudouest.fr,trotskyist louisa hanoune,2021/1,1,-4.48979591836735
ouest-france.fr,abu mohammed al-adnani,2021/1,1,-5.41125541125541
sudouest.fr,laurent poncet,2021/3,1,-3.96825396825397
ouest-france.fr,zealand herald,2021/3,1,-7.28476821192053
ouest-france.fr,benoit a breton,2021/3,1,-5.82959641255605
ouestaf.com,mohamed bazoum,2021/3,1,-4.84581497797357
ouest-france.fr,patrick depirou,2021/2,1,-7.40740740740741
ouest-france.fr,jean-pierre pernaut,2021/1,1,0.305343511450382
sudouest.fr,saad atef el-aoulaqi,2021/2,1,-6.97167755991285
ouest-france.fr,julian lesage yves,2021/3,1,4.64285714285714
sudouest.fr,gironde wezir,2021/1,1,0.82256169212691
ouest-france.fr,alexander vincendet,2021/3,1,-6.31067961165049
sudouest.fr,patrick pujol,2021/1,1,0.0
sudouest.fr,christian schneider,2021/3,1,-0.802139037433155
ouest-france.fr,athmane tartag,2021/1,1,-2.734375
ouest-france.fr,luc dubois,2021/3,1,0.649350649350649
ouest-france.fr,jorge bergoglio,2021/1,1,-1.48367952522255
ouest-france.fr,michel lafosse,2021/2,1,-1.78571428571429
ouest-france.fr,rousselot colette,2021/3,1,-0.220994475138121
ouest-france.fr,jean-paul boisneau,2021/3,1,-0.268817204301075
ouest-france.fr,jean-bernard bush,2021/2,1,1.74672489082969
sudouest.fr,alexander novak,2021/3,1,-0.318471337579618
ouest-france.fr,mathis cantin,2021/3,1,-1.58730158730159
sudouest.fr,karine signac,2021/1,1,-1.86915887850467
ouest-france.fr,franois holland,2021/1,1,-0.91324200913242
ouest-france.fr,li chunyan,2021/2,1,1.82149362477231
